O*NET-SOC Code,Title,Workplace Example,Element ID,Element Name,Hot Technology,In Demand,Normalized_Tool_Name
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Oracle E-Business Suite Financials,2.E.2.d,Financial analysis software,N,N,Oracle E-Business Suite Financials
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Oracle Eloqua,2.E.6.c,Customer relationship management CRM software,N,N,Oracle Eloqua
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Oracle Fusion Applications,2.E.2.b,Enterprise resource planning ERP software,N,N,Oracle Fusion Applications
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Oracle Hyperion,2.E.2.b,Enterprise resource planning ERP software,N,N,Oracle Hyperion
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Oracle JD Edwards EnterpriseOne,2.E.2.b,Enterprise resource planning ERP software,N,N,Oracle JD Edwards EnterpriseOne
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Oracle PeopleSoft,2.E.2.b,Enterprise resource planning ERP software,Y,N,Oracle PeopleSoft
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Oracle PeopleSoft Financials,2.E.2.b,Enterprise resource planning ERP software,N,N,Oracle PeopleSoft Financials
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Oracle Taleo,2.E.1.c,Human resources software,N,N,Oracle Taleo
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Padlet,2.E.8.b,Computer based training software,N,N,Padlet
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Payroll software,2.E.2.e,Time accounting software,N,N,Payroll software
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Qlik Tech QlikView,2.E.6.m,Business intelligence and data analysis software,N,N,Qlik Tech QlikView
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Quicken,2.E.2.a,Accounting software,N,N,Quicken
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Sage 50 Accounting,2.E.2.a,Accounting software,N,N,Sage 50 Accounting
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Salesforce software,2.E.6.c,Customer relationship management CRM software,Y,N,Salesforce software
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,SAP Business Objects,2.E.2.b,Enterprise resource planning ERP software,N,N,SAP Business Objects
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,SAP Crystal Reports,2.E.6.e,Data base reporting software,N,N,SAP Crystal Reports
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,SAP software,2.E.2.b,Enterprise resource planning ERP software,Y,N,SAP software
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Screencastify,2.E.4.c,Video creation and editing software,N,N,Screencastify
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Slack,2.E.16.i,Cloud-based data access and sharing software,Y,N,Slack
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,SmugMug Flickr,2.E.4.b,Graphics or photo imaging software,N,N,SmugMug Flickr
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Social media sites,2.E.4.g,Web page creation and editing software,N,N,Social media sites
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Tableau,2.E.6.m,Business intelligence and data analysis software,Y,N,Tableau
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Tax software,2.E.2.a,Accounting software,N,N,Tax software
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Web browser software,2.E.10.e,Internet browser software,N,N,Web browser software
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Work scheduling software,2.E.4.h,Calendar and scheduling software,N,N,Work scheduling software
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Yardi software,2.E.6.f,Data base user interface and query software,Y,N,Yardi software
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,YouTube,2.E.4.c,Video creation and editing software,N,N,YouTube
43-2011.00,"Switchboard Operators, Including Answering Service",IBM Notes,2.E.16.a,Electronic mail software,N,N,IBM Notes
43-2011.00,"Switchboard Operators, Including Answering Service",M-Tech Hotel Service Optimization System HotSOS,2.E.9.b,Facilities management software,N,N,M-Tech Hotel Service Optimization System HotSOS
43-2011.00,"Switchboard Operators, Including Answering Service",Microsoft Access,2.E.6.f,Data base user interface and query software,Y,N,Microsoft Access
43-2011.00,"Switchboard Operators, Including Answering Service",Microsoft Excel,2.E.4.i,Spreadsheet software,Y,Y,Microsoft Excel
43-2011.00,"Switchboard Operators, Including Answering Service",Microsoft Office software,2.E.1.k,Office suite software,Y,Y,Microsoft Office software
43-2011.00,"Switchboard Operators, Including Answering Service",Microsoft Outlook,2.E.16.a,Electronic mail software,Y,N,Microsoft Outlook
43-2011.00,"Switchboard Operators, Including Answering Service",Microsoft PowerPoint,2.E.4.f,Presentation software,Y,N,Microsoft PowerPoint
43-2011.00,"Switchboard Operators, Including Answering Service",Microsoft Windows,2.E.13.c,Operating system software,Y,N,Microsoft Windows
43-2011.00,"Switchboard Operators, Including Answering Service",Microsoft Word,2.E.4.d,Word processing software,Y,N,Microsoft Word
43-2011.00,"Switchboard Operators, Including Answering Service",SAP software,2.E.2.b,Enterprise resource planning ERP software,Y,N,SAP software
43-2021.00,Telephone Operators,Computer aided dispatch software,2.E.1.a,Helpdesk or call center software,N,N,Computer aided dispatch software
43-2021.00,Telephone Operators,Handheld computer device software,2.E.13.c,Operating system software,N,N,Handheld computer device software
43-2021.00,Telephone Operators,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,N,Microsoft Excel
43-2021.00,Telephone Operators,Microsoft Office software,2.E.1.k,Office suite software,Y,Y,Microsoft Office software
43-2021.00,Telephone Operators,Microsoft Outlook,2.E.16.a,Electronic mail software,Y,N,Microsoft Outlook
43-2021.00,Telephone Operators,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,N,Microsoft PowerPoint
43-2021.00,Telephone Operators,Microsoft Windows,2.E.13.c,Operating system software,Y,N,Microsoft Windows
43-2021.00,Telephone Operators,Microsoft Word,2.E.4.d,Word processing software,Y,N,Microsoft Word
43-2021.00,Telephone Operators,Video conference software,2.E.16.b,Video conferencing software,N,N,Video conference software
43-3011.00,Bill and Account Collectors,ADP Drive DMS for Accounting,2.E.2.a,Accounting software,N,N,ADP Drive DMS for Accounting
43-3011.00,Bill and Account Collectors,ADS Advantage,2.E.6.c,Customer relationship management CRM software,N,N,ADS Advantage
43-3011.00,Bill and Account Collectors,Adtec Agency Manager,2.E.6.c,Customer relationship management CRM software,N,N,Adtec Agency Manager
43-3011.00,Bill and Account Collectors,Austin Logistics CallSelect,2.E.6.c,Customer relationship management CRM software,N,N,Austin Logistics CallSelect
43-3011.00,Bill and Account Collectors,Collection Data Systems CollectOne-Tiger,2.E.6.c,Customer relationship management CRM software,N,N,Collection Data Systems CollectOne-Tiger
43-3011.00,Bill and Account Collectors,Columbia Ultimate Archive,2.E.6.c,Customer relationship management CRM software,N,N,Columbia Ultimate Archive
43-3011.00,Bill and Account Collectors,Columbia Ultimate Remit,2.E.9.j,Point of sale POS software,N,N,Columbia Ultimate Remit
43-3011.00,Bill and Account Collectors,Columbia Ultimate RPCS,2.E.6.c,Customer relationship management CRM software,N,N,Columbia Ultimate RPCS
43-3011.00,Bill and Account Collectors,CU Connect processing software,2.E.12.a,Access software,N,N,CU Connect processing software
43-3011.00,Bill and Account Collectors,Data-Tel Ceasar,2.E.6.c,Customer relationship management CRM software,N,N,Data-Tel Ceasar
43-3011.00,Bill and Account Collectors,Debt account management and collection software,2.E.6.c,Customer relationship management CRM software,N,N,Debt account management and collection software
43-3011.00,Bill and Account Collectors,Diagnostic and procedural coding software,2.E.6.a,Categorization or classification software,N,N,Diagnostic and procedural coding software
43-3011.00,Bill and Account Collectors,Document management system software,2.E.5.b,Document management software,N,N,Document management system software
43-3011.00,Bill and Account Collectors,Healthcare common procedure coding system HCPCS,2.E.9.i,Medical software,N,N,Healthcare common procedure coding system HCPCS
43-3011.00,Bill and Account Collectors,HMS,2.E.2.e,Time accounting software,N,N,HMS
43-3011.00,Bill and Account Collectors,Intuit QuickBooks,2.E.2.a,Accounting software,Y,N,Intuit QuickBooks
43-3011.00,Bill and Account Collectors,LexisNexis,2.E.6.h,Information retrieval or search software,N,N,LexisNexis
43-3011.00,Bill and Account Collectors,LexisNexis Banko,2.E.6.h,Information retrieval or search software,N,N,LexisNexis Banko
43-3011.00,Bill and Account Collectors,Medical condition coding software,2.E.9.i,Medical software,N,N,Medical condition coding software
43-3011.00,Bill and Account Collectors,Medical procedure coding software,2.E.9.i,Medical software,N,N,Medical procedure coding software
43-3011.00,Bill and Account Collectors,MEDITECH software,2.E.9.i,Medical software,Y,N,MEDITECH software
43-3011.00,Bill and Account Collectors,Microsoft Dynamics,2.E.6.c,Customer relationship management CRM software,N,N,Microsoft Dynamics
43-3011.00,Bill and Account Collectors,Microsoft Dynamics GP,2.E.2.b,Enterprise resource planning ERP software,N,N,Microsoft Dynamics GP
43-3011.00,Bill and Account Collectors,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,Y,Microsoft Excel
43-3011.00,Bill and Account Collectors,Microsoft Office software,2.E.1.k,Office suite software,Y,Y,Microsoft Office software
43-3011.00,Bill and Account Collectors,Microsoft Outlook,2.E.16.a,Electronic mail software,Y,Y,Microsoft Outlook
43-3011.00,Bill and Account Collectors,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,N,Microsoft PowerPoint
43-3011.00,Bill and Account Collectors,Microsoft Word,2.E.4.d,Word processing software,Y,Y,Microsoft Word
43-3011.00,Bill and Account Collectors,NetSuite ERP,2.E.2.b,Enterprise resource planning ERP software,N,N,NetSuite ERP
43-3011.00,Bill and Account Collectors,Ontario Systems FACS,2.E.6.c,Customer relationship management CRM software,N,N,Ontario Systems FACS
43-3011.00,Bill and Account Collectors,Optical character recognition OCR software,2.E.4.j,Optical character reader OCR or scanning software,N,N,Optical character recognition OCR software
43-3011.00,Bill and Account Collectors,Oracle JD Edwards EnterpriseOne,2.E.2.a,Accounting software,N,N,Oracle JD Edwards EnterpriseOne
43-3011.00,Bill and Account Collectors,Quantrax Intelec,2.E.6.c,Customer relationship management CRM software,N,N,Quantrax Intelec
43-3011.00,Bill and Account Collectors,Relational database software,2.E.6.f,Data base user interface and query software,N,N,Relational database software
43-3011.00,Bill and Account Collectors,Sage 50 Accounting,2.E.2.a,Accounting software,N,N,Sage 50 Accounting
43-3011.00,Bill and Account Collectors,SAP software,2.E.2.b,Enterprise resource planning ERP software,Y,Y,SAP software
43-3011.00,Bill and Account Collectors,System Innovators,2.E.9.j,Point of sale POS software,N,N,System Innovators
43-3011.00,Bill and Account Collectors,TCI XML Credit Interface,2.E.6.h,Information retrieval or search software,N,N,TCI XML Credit Interface
43-3011.00,Bill and Account Collectors,W3 Data BatchAppend411,2.E.6.h,Information retrieval or search software,N,N,W3 Data BatchAppend411
43-3011.00,Bill and Account Collectors,Web browser software,2.E.10.e,Internet browser software,N,N,Web browser software
43-3021.00,Billing and Posting Clerks,Accuity EPICWare,2.E.2.d,Financial analysis software,N,N,Accuity EPICWare
43-3021.00,Billing and Posting Clerks,Aderant legal software,2.E.1.i,Expert system software,N,N,Aderant legal software
43-3021.00,Billing and Posting Clerks,Allscripts Professional PM,2.E.2.a,Accounting software,N,N,Allscripts Professional PM
43-3021.00,Billing and Posting Clerks,Automated billing software,2.E.2.f,Billing and invoicing software,N,N,Automated billing software
43-3021.00,Billing and Posting Clerks,CAI Software Seasoft,2.E.2.a,Accounting software,N,N,CAI Software Seasoft
43-3021.00,Billing and Posting Clerks,Check imaging software,2.E.4.b,Graphics or photo imaging software,N,N,Check imaging software
43-3021.00,Billing and Posting Clerks,Check processing software,2.E.5.b,Document management software,N,N,Check processing software
43-3021.00,Billing and Posting Clerks,Check sorting control software,2.E.9.g,Industrial control software,N,N,Check sorting control software
43-3021.00,Billing and Posting Clerks,Database software,2.E.6.f,Data base user interface and query software,N,N,Database software
43-3021.00,Billing and Posting Clerks,eMDs Medisoft,2.E.9.i,Medical software,N,N,eMDs Medisoft
43-3021.00,Billing and Posting Clerks,Epic Systems,2.E.9.i,Medical software,Y,N,Epic Systems
43-3021.00,Billing and Posting Clerks,File management systems,2.E.5.b,Document management software,N,N,File management systems
43-3021.00,Billing and Posting Clerks,Fiserv PEP+ reACH,2.E.4.b,Graphics or photo imaging software,N,N,Fiserv PEP+ reACH
43-3021.00,Billing and Posting Clerks,GE Healthcare Centricity EMR,2.E.2.a,Accounting software,N,N,GE Healthcare Centricity EMR
43-3021.00,Billing and Posting Clerks,Healthcare common procedure coding system HCPCS,2.E.9.i,Medical software,N,N,Healthcare common procedure coding system HCPCS
43-3021.00,Billing and Posting Clerks,HelpIT Systems addressIT,2.E.6.c,Customer relationship management CRM software,N,N,HelpIT Systems addressIT
43-3021.00,Billing and Posting Clerks,IBM Cognos Impromptu,2.E.6.m,Business intelligence and data analysis software,N,N,IBM Cognos Impromptu
43-3021.00,Billing and Posting Clerks,Image Deposit Exchange Check Station,2.E.12.a,Access software,N,N,Image Deposit Exchange Check Station
43-3021.00,Billing and Posting Clerks,Image exchange networks,2.E.4.b,Graphics or photo imaging software,N,N,Image exchange networks
43-3021.00,Billing and Posting Clerks,Image replacement document IRD printing software,2.E.4.b,Graphics or photo imaging software,N,N,Image replacement document IRD printing software
